,Date,Exercise Name,Set Order,Weight,Reps,Duration (minutes)
477,2026-09-10,Overhead Press (Barbell),1,30.0,12,
478,2026-09-10,Overhead Press (Barbell),2,32.5,10,
479,2026-09-10,Overhead Press (Barbell),3,35.0,8,
480,2026-09-10,Lateral Raise (Dumbbell),1,9.5,12,
481,2026-09-10,Lateral Raise (Dumbbell),2,12.0,10,
482,2026-09-10,Lateral Raise (Dumbbell),3,14.5,8,
483,2026-09-10,Triceps Pushdown (Cable - Straight Bar),1,25.0,12,
484,2026-09-10,Triceps Pushdown (Cable - Straight Bar),2,27.5,10,
485,2026-09-10,Triceps Pushdown (Cable - Straight Bar),3,30.0,8,
486,2026-09-10,Triceps Extension (Dumbbell),1,12.5,12,
487,2026-09-10,Triceps Extension (Dumbbell),2,15.0,10,
488,2026-09-10,Triceps Extension (Dumbbell),3,17.5,8,
489,2026-09-10,Triceps Extension Straight (Uni),1,10.0,12,
490,2026-09-10,Triceps Extension Straight (Uni),2,12.5,10,
491,2026-09-10,Triceps Extension Straight (Uni),3,15.0,8,
492,2026-09-12,Deadlift (Barbell),1,75.0,12,
493,2026-09-12,Deadlift (Barbell),2,80.0,10,
494,2026-09-12,Deadlift (Barbell),3,85.0,8,
495,2026-09-12,Romanian Deadlift (Barbell),1,60.0,12,
496,2026-09-12,Romanian Deadlift (Barbell),2,65.0,10,
497,2026-09-12,Romanian Deadlift (Barbell),3,70.0,8,
498,2026-09-12,Hip Thrust (Barbell),1,65.0,12,
499,2026-09-12,Hip Thrust (Barbell),2,70.0,10,
500,2026-09-12,Hip Thrust (Barbell),3,75.0,8,
501,2026-09-12,Bulgarian Split Squat,1,14.5,12,
502,2026-09-12,Bulgarian Split Squat,2,17.0,10,
503,2026-09-12,Bulgarian Split Squat,3,19.5,8,
504,2026-09-12,Cable Kickback,1,12.5,12,
505,2026-09-12,Cable Kickback,2,15.0,10,
506,2026-09-12,Cable Kickback,3,17.5,8,
507,2026-09-12,Back Extension,1,,15,
508,2026-09-12,Back Extension,2,,12,
509,2026-09-12,Back Extension,3,,10,
510,2026-09-12,Plank,1,,,1.0
511,2026-09-12,Plank,2,,,1.25
512,2026-09-12,Plank,3,,,1.5
513,2026-09-12,Flat Leg Raise,1,,15,
514,2026-09-12,Flat Leg Raise,2,,12,
515,2026-09-12,Flat Leg Raise,3,,10,
516,2026-09-14,Running (Treadmill),1,,,28
517,2026-09-14,Lat Pulldown (Cable),1,45.0,12,
518,2026-09-14,Lat Pulldown (Cable),2,50.0,10,
519,2026-09-14,Lat Pulldown (Cable),3,55.0,8,
520,2026-09-14,Seated Row (Cable),1,45.0,12,
521,2026-09-14,Seated Row (Cable),2,50.0,10,
522,2026-09-14,Seated Row (Cable),3,55.0,8,
523,2026-09-14,Bent Over One Arm Row (Dumbbell),1,20.5,12,
524,2026-09-14,Bent Over One Arm Row (Dumbbell),2,23.0,10,
525,2026-09-14,Bent Over One Arm Row (Dumbbell),3,25.5,8,
526,2026-09-14,Bent Over Row (Barbell),1,45.0,12,
527,2026-09-14,Bent Over Row (Barbell),2,50.0,10,
528,2026-09-14,Bent Over Row (Barbell),3,55.0,8,
529,2026-09-14,Face Pull (Cable),1,22.5,12,
530,2026-09-14,Face Pull (Cable),2,25.0,10,
531,2026-09-14,Face Pull (Cable),3,27.5,8,
532,2026-09-14,Bicep Curl (Cable),1,17.5,12,
533,2026-09-14,Bicep Curl (Cable),2,20.0,10,
534,2026-09-14,Bicep Curl (Cable),3,22.5,8,
535,2026-09-14,Crunch,1,,15,
536,2026-09-14,Crunch,2,,12,
537,2026-09-14,Crunch,3,,10,
538,2026-09-14,Pull Up,1,,8,
539,2026-09-14,Pull Up,2,,7,
540,2026-09-14,Pull Up,3,,6,
541,2026-09-15,Squat (Barbell),1,60.0,12,
542,2026-09-15,Squat (Barbell),2,65.0,10,
543,2026-09-15,Squat (Barbell),3,70.0,8,
544,2026-09-15,Leg Press,1,105.0,12,
545,2026-09-15,Leg Press,2,110.0,10,
546,2026-09-15,Leg Press,3,115.0,8,
547,2026-09-15,Leg Extension (Machine),1,40.0,12,
548,2026-09-15,Leg Extension (Machine),2,45.0,10,
549,2026-09-15,Leg Extension (Machine),3,50.0,8,
550,2026-09-15,Lying Leg Curl (Machine),1,35.0,12,
551,2026-09-15,Lying Leg Curl (Machine),2,40.0,10,
552,2026-09-15,Lying Leg Curl (Machine),3,45.0,8,
553,2026-09-15,Hip Abductor (Machine),1,45.0,12,
554,2026-09-15,Hip Abductor (Machine),2,50.0,10,
555,2026-09-15,Hip Abductor (Machine),3,55.0,8,
556,2026-09-15,hip extension,1,,15,
557,2026-09-15,hip extension,2,,12,
558,2026-09-15,hip extension,3,,10,
559,2026-09-15,Standing Calf Raise (Bodyweight),1,,15,
560,2026-09-15,Standing Calf Raise (Bodyweight),2,,12,
561,2026-09-15,Standing Calf Raise (Bodyweight),3,,10,
562,2026-09-15,Chest Dip,1,,8,
563,2026-09-15,Chest Dip,2,,7,
564,2026-09-15,Chest Dip,3,,6,
565,2026-09-17,Bench Press (Barbell),1,50.0,12,
566,2026-09-17,Bench Press (Barbell),2,55.0,10,
567,2026-09-17,Bench Press (Barbell),3,60.0,8,
568,2026-09-17,Bench Press (Dumbbell),1,18.5,12,
569,2026-09-17,Bench Press (Dumbbell),2,21.0,10,
570,2026-09-17,Bench Press (Dumbbell),3,23.5,8,
571,2026-09-17,Incline Bench Press (Barbell),1,40.0,12,
572,2026-09-17,Incline Bench Press (Barbell),2,45.0,10,
573,2026-09-17,Incline Bench Press (Barbell),3,50.0,8,
574,2026-09-17,Chest Fly,1,35.0,12,
575,2026-09-17,Chest Fly,2,40.0,10,
576,2026-09-17,Chest Fly,3,45.0,8,
577,2026-09-17,Seated Overhead Press (Dumbbell),1,14.5,12,
578,2026-09-17,Seated Overhead Press (Dumbbell),2,17.0,10,
579,2026-09-17,Seated Overhead Press (Dumbbell),3,19.5,8,
580,2026-09-17,Overhead Press (Barbell),1,30.0,12,
581,2026-09-17,Overhead Press (Barbell),2,32.5,10,
582,2026-09-17,Overhead Press (Barbell),3,35.0,8,
583,2026-09-17,Lateral Raise (Dumbbell),1,9.5,12,
584,2026-09-17,Lateral Raise (Dumbbell),2,12.0,10,
585,2026-09-17,Lateral Raise (Dumbbell),3,14.5,8,
586,2026-09-17,Triceps Pushdown (Cable - Straight Bar),1,25.0,12,
587,2026-09-17,Triceps Pushdown (Cable - Straight Bar),2,27.5,10,
588,2026-09-17,Triceps Pushdown (Cable - Straight Bar),3,30.0,8,
589,2026-09-17,Triceps Extension (Dumbbell),1,12.5,12,
590,2026-09-17,Triceps Extension (Dumbbell),2,15.0,10,
591,2026-09-17,Triceps Extension (Dumbbell),3,17.5,8,
592,2026-09-17,Triceps Dip,1,,8,
593,2026-09-17,Triceps Dip,2,,7,
594,2026-09-17,Triceps Dip,3,,6,
595,2026-09-19,Deadlift (Barbell),1,75.0,12,
596,2026-09-19,Deadlift (Barbell),2,80.0,10,
597,2026-09-19,Deadlift (Barbell),3,85.0,8,
598,2026-09-19,Romanian Deadlift (Barbell),1,60.0,12,
599,2026-09-19,Romanian Deadlift (Barbell),2,65.0,10,
600,2026-09-19,Romanian Deadlift (Barbell),3,70.0,8,
601,2026-09-19,Hip Thrust (Barbell),1,65.0,12,
602,2026-09-19,Hip Thrust (Barbell),2,70.0,10,
603,2026-09-19,Hip Thrust (Barbell),3,75.0,8,
604,2026-09-19,Bulgarian Split Squat,1,14.5,12,
605,2026-09-19,Bulgarian Split Squat,2,17.0,10,
606,2026-09-19,Bulgarian Split Squat,3,19.5,8,
607,2026-09-19,Cable Kickback,1,12.5,12,
608,2026-09-19,Cable Kickback,2,15.0,10,
609,2026-09-19,Cable Kickback,3,17.5,8,
610,2026-09-19,Back Extension,1,,15,
611,2026-09-19,Back Extension,2,,12,
612,2026-09-19,Back Extension,3,,10,
613,2026-09-19,Plank,1,,,1.0
614,2026-09-19,Plank,2,,,1.25
615,2026-09-19,Plank,3,,,1.5
616,2026-09-19,Kettle Bell Single Leg Raises,1,14.5,12,
617,2026-09-19,Kettle Bell Single Leg Raises,2,17.0,10,
618,2026-09-19,Kettle Bell Single Leg Raises,3,19.5,8,
619,2026-09-21,Running (Treadmill),1,,,30
620,2026-09-21,Lat Pulldown (Cable),1,47.5,12,
621,2026-09-21,Lat Pulldown (Cable),2,52.5,10,
622,2026-09-21,Lat Pulldown (Cable),3,57.5,8,
623,2026-09-21,Seated Row (Cable),1,47.5,12,
624,2026-09-21,Seated Row (Cable),2,52.5,10,
625,2026-09-21,Seated Row (Cable),3,57.5,8,
626,2026-09-21,Bent Over One Arm Row (Dumbbell),1,21.75,12,
627,2026-09-21,Bent Over One Arm Row (Dumbbell),2,24.25,10,
628,2026-09-21,Bent Over One Arm Row (Dumbbell),3,26.75,8,
629,2026-09-21,Bent Over Row (Barbell),1,47.5,12,
630,2026-09-21,Bent Over Row (Barbell),2,52.5,10,
631,2026-09-21,Bent Over Row (Barbell),3,57.5,8,
632,2026-09-21,Face Pull (Cable),1,23.75,12,
633,2026-09-21,Face Pull (Cable),2,26.25,10,
634,2026-09-21,Face Pull (Cable),3,28.75,8,
635,2026-09-21,Bicep Curl (Cable),1,18.75,12,
636,2026-09-21,Bicep Curl (Cable),2,21.25,10,
637,2026-09-21,Bicep Curl (Cable),3,23.75,8,
638,2026-09-21,Crunch,1,,15,
639,2026-09-21,Crunch,2,,12,
640,2026-09-21,Crunch,3,,10,
641,2026-09-21,Squat (Machine),1,67.5,12,
642,2026-09-21,Squat (Machine),2,72.5,10,
643,2026-09-21,Squat (Machine),3,77.5,8,
644,2026-09-22,Squat (Barbell),1,62.5,12,
645,2026-09-22,Squat (Barbell),2,67.5,10,
646,2026-09-22,Squat (Barbell),3,72.5,8,
647,2026-09-22,Leg Press,1,107.5,12,
648,2026-09-22,Leg Press,2,112.5,10,
649,2026-09-22,Leg Press,3,117.5,8,
650,2026-09-22,Leg Extension (Machine),1,42.5,12,
651,2026-09-22,Leg Extension (Machine),2,47.5,10,
652,2026-09-22,Leg Extension (Machine),3,52.5,8,
653,2026-09-22,Lying Leg Curl (Machine),1,37.5,12,
654,2026-09-22,Lying Leg Curl (Machine),2,42.5,10,
655,2026-09-22,Lying Leg Curl (Machine),3,47.5,8,
656,2026-09-22,Hip Abductor (Machine),1,47.5,12,
657,2026-09-22,Hip Abductor (Machine),2,52.5,10,
658,2026-09-22,Hip Abductor (Machine),3,57.5,8,
659,2026-09-22,hip extension,1,,15,
660,2026-09-22,hip extension,2,,12,
661,2026-09-22,hip extension,3,,10,
662,2026-09-22,Standing Calf Raise (Bodyweight),1,,15,
663,2026-09-22,Standing Calf Raise (Bodyweight),2,,12,
664,2026-09-22,Standing Calf Raise (Bodyweight),3,,10,
665,2026-09-22,Skullcrusher (Barbell),1,23.75,12,
666,2026-09-22,Skullcrusher (Barbell),2,26.25,10,
667,2026-09-22,Skullcrusher (Barbell),3,28.75,8,
668,2026-09-24,Bench Press (Barbell),1,52.5,12,
669,2026-09-24,Bench Press (Barbell),2,57.5,10,
670,2026-09-24,Bench Press (Barbell),3,62.5,8,
671,2026-09-24,Bench Press (Dumbbell),1,19.75,12,
672,2026-09-24,Bench Press (Dumbbell),2,22.25,10,
673,2026-09-24,Bench Press (Dumbbell),3,24.75,8,
674,2026-09-24,Incline Bench Press (Barbell),1,42.5,12,
675,2026-09-24,Incline Bench Press (Barbell),2,47.5,10,
676,2026-09-24,Incline Bench Press (Barbell),3,52.5,8,
677,2026-09-24,Chest Fly,1,37.5,12,
678,2026-09-24,Chest Fly,2,42.5,10,
679,2026-09-24,Chest Fly,3,47.5,8,
680,2026-09-24,Seated Overhead Press (Dumbbell),1,15.75,12,
681,2026-09-24,Seated Overhead Press (Dumbbell),2,18.25,10,
682,2026-09-24,Seated Overhead Press (Dumbbell),3,20.75,8,
683,2026-09-24,Overhead Press (Barbell),1,31.25,12,
684,2026-09-24,Overhead Press (Barbell),2,33.75,10,
685,2026-09-24,Overhead Press (Barbell),3,36.25,8,
686,2026-09-24,Lateral Raise (Dumbbell),1,10.75,12,
687,2026-09-24,Lateral Raise (Dumbbell),2,13.25,10,
688,2026-09-24,Lateral Raise (Dumbbell),3,15.75,8,
689,2026-09-24,Triceps Pushdown (Cable - Straight Bar),1,26.25,12,
690,2026-09-24,Triceps Pushdown (Cable - Straight Bar),2,28.75,10,
691,2026-09-24,Triceps Pushdown (Cable - Straight Bar),3,31.25,8,
692,2026-09-24,Triceps Extension (Dumbbell),1,13.75,12,
693,2026-09-24,Triceps Extension (Dumbbell),2,16.25,10,
694,2026-09-24,Triceps Extension (Dumbbell),3,18.75,8,
695,2026-09-24,Pause Squats ,1,52.5,12,
696,2026-09-24,Pause Squats ,2,57.5,10,
697,2026-09-24,Pause Squats ,3,62.5,8,
698,2026-09-26,Deadlift (Barbell),1,77.5,12,
699,2026-09-26,Deadlift (Barbell),2,82.5,10,
700,2026-09-26,Deadlift (Barbell),3,87.5,8,
701,2026-09-26,Romanian Deadlift (Barbell),1,62.5,12,
702,2026-09-26,Romanian Deadlift (Barbell),2,67.5,10,
703,2026-09-26,Romanian Deadlift (Barbell),3,72.5,8,
704,2026-09-26,Hip Thrust (Barbell),1,67.5,12,
705,2026-09-26,Hip Thrust (Barbell),2,72.5,10,
706,2026-09-26,Hip Thrust (Barbell),3,77.5,8,
707,2026-09-26,Bulgarian Split Squat,1,15.75,12,
708,2026-09-26,Bulgarian Split Squat,2,18.25,10,
709,2026-09-26,Bulgarian Split Squat,3,20.75,8,
710,2026-09-26,Cable Kickback,1,13.75,12,
711,2026-09-26,Cable Kickback,2,16.25,10,
712,2026-09-26,Cable Kickback,3,18.75,8,
713,2026-09-26,Back Extension,1,,15,
714,2026-09-26,Back Extension,2,,12,
715,2026-09-26,Back Extension,3,,10,
716,2026-09-26,Plank,1,,,1.0
717,2026-09-26,Plank,2,,,1.25
718,2026-09-26,Plank,3,,,1.5
719,2026-09-26,Larsen bench press ,1,42.5,12,
720,2026-09-26,Larsen bench press ,2,47.5,10,
721,2026-09-26,Larsen bench press ,3,52.5,8,
722,2026-09-28,Running (Treadmill),1,,,32
723,2026-09-28,Lat Pulldown (Cable),1,47.5,10,
724,2026-09-28,Lat Pulldown (Cable),2,52.5,8,
725,2026-09-28,Lat Pulldown (Cable),3,57.5,8,
726,2026-09-28,Seated Row (Cable),1,47.5,10,
727,2026-09-28,Seated Row (Cable),2,52.5,8,
728,2026-09-28,Seated Row (Cable),3,57.5,8,
729,2026-09-28,Bent Over One Arm Row (Dumbbell),1,21.75,10,
730,2026-09-28,Bent Over One Arm Row (Dumbbell),2,24.25,8,
731,2026-09-28,Bent Over One Arm Row (Dumbbell),3,26.75,8,
732,2026-09-28,Bent Over Row (Barbell),1,47.5,10,
733,2026-09-28,Bent Over Row (Barbell),2,52.5,8,
734,2026-09-28,Bent Over Row (Barbell),3,57.5,8,
735,2026-09-28,Face Pull (Cable),1,23.75,10,
736,2026-09-28,Face Pull (Cable),2,26.25,8,
737,2026-09-28,Face Pull (Cable),3,28.75,8,
738,2026-09-28,Bicep Curl (Cable),1,18.75,10,
739,2026-09-28,Bicep Curl (Cable),2,21.25,8,
740,2026-09-28,Bicep Curl (Cable),3,23.75,8,
741,2026-09-28,Crunch,1,,15,
742,2026-09-28,Crunch,2,,12,
743,2026-09-28,Crunch,3,,10,
744,2026-09-28,Front Squat (Barbell),1,52.5,10,
745,2026-09-28,Front Squat (Barbell),2,57.5,8,
746,2026-09-28,Front Squat (Barbell),3,62.5,8,
747,2026-09-29,Squat (Barbell),1,62.5,10,
748,2026-09-29,Squat (Barbell),2,67.5,8,
749,2026-09-29,Squat (Barbell),3,72.5,8,
750,2026-09-29,Leg Press,1,107.5,10,
751,2026-09-29,Leg Press,2,112.5,8,
752,2026-09-29,Leg Press,3,117.5,8,
753,2026-09-29,Leg Extension (Machine),1,42.5,10,
754,2026-09-29,Leg Extension (Machine),2,47.5,8,
755,2026-09-29,Leg Extension (Machine),3,52.5,8,
756,2026-09-29,Lying Leg Curl (Machine),1,37.5,10,
757,2026-09-29,Lying Leg Curl (Machine),2,42.5,8,
758,2026-09-29,Lying Leg Curl (Machine),3,47.5,8,
759,2026-09-29,Hip Abductor (Machine),1,47.5,10,
760,2026-09-29,Hip Abductor (Machine),2,52.5,8,
761,2026-09-29,Hip Abductor (Machine),3,57.5,8,
762,2026-09-29,hip extension,1,,15,
763,2026-09-29,hip extension,2,,12,
764,2026-09-29,hip extension,3,,10,
765,2026-09-29,Standing Calf Raise (Bodyweight),1,,15,
766,2026-09-29,Standing Calf Raise (Bodyweight),2,,12,
767,2026-09-29,Standing Calf Raise (Bodyweight),3,,10,
768,2026-09-29,Seated Leg Curl (Machine),1,37.5,10,
769,2026-09-29,Seated Leg Curl (Machine),2,42.5,8,
770,2026-09-29,Seated Leg Curl (Machine),3,47.5,8,
771,2026-10-01,Bench Press (Barbell),1,52.5,10,
772,2026-10-01,Bench Press (Barbell),2,57.5,8,
773,2026-10-01,Bench Press (Barbell),3,62.5,8,
774,2026-10-01,Bench Press (Dumbbell),1,19.75,10,
775,2026-10-01,Bench Press (Dumbbell),2,22.25,8,
776,2026-10-01,Bench Press (Dumbbell),3,24.75,8,
777,2026-10-01,Incline Bench Press (Barbell),1,42.5,10,
778,2026-10-01,Incline Bench Press (Barbell),2,47.5,8,
779,2026-10-01,Incline Bench Press (Barbell),3,52.5,8,
780,2026-10-01,Chest Fly,1,37.5,10,
781,2026-10-01,Chest Fly,2,42.5,8,
782,2026-10-01,Chest Fly,3,47.5,8,
783,2026-10-01,Seated Overhead Press (Dumbbell),1,15.75,10,
784,2026-10-01,Seated Overhead Press (Dumbbell),2,18.25,8,
785,2026-10-01,Seated Overhead Press (Dumbbell),3,20.75,8,
786,2026-10-01,Overhead Press (Barbell),1,31.25,10,
787,2026-10-01,Overhead Press (Barbell),2,33.75,8,
788,2026-10-01,Overhead Press (Barbell),3,36.25,8,
789,2026-10-01,Lateral Raise (Dumbbell),1,10.75,10,
790,2026-10-01,Lateral Raise (Dumbbell),2,13.25,8,
791,2026-10-01,Lateral Raise (Dumbbell),3,15.75,8,
792,2026-10-01,Triceps Pushdown (Cable - Straight Bar),1,26.25,10,
793,2026-10-01,Triceps Pushdown (Cable - Straight Bar),2,28.75,8,
794,2026-10-01,Triceps Pushdown (Cable - Straight Bar),3,31.25,8,
795,2026-10-01,Triceps Extension (Dumbbell),1,13.75,10,
796,2026-10-01,Triceps Extension (Dumbbell),2,16.25,8,
797,2026-10-01,Triceps Extension (Dumbbell),3,18.75,8,
798,2026-10-01,Bicep Curl (Dumbbell),1,13.75,10,
799,2026-10-01,Bicep Curl (Dumbbell),2,16.25,8,
800,2026-10-01,Bicep Curl (Dumbbell),3,18.75,8,
801,2026-10-03,Deadlift (Barbell),1,77.5,10,
802,2026-10-03,Deadlift (Barbell),2,82.5,8,
803,2026-10-03,Deadlift (Barbell),3,87.5,8,
804,2026-10-03,Romanian Deadlift (Barbell),1,62.5,10,
805,2026-10-03,Romanian Deadlift (Barbell),2,67.5,8,
806,2026-10-03,Romanian Deadlift (Barbell),3,72.5,8,
807,2026-10-03,Hip Thrust (Barbell),1,67.5,10,
808,2026-10-03,Hip Thrust (Barbell),2,72.5,8,
809,2026-10-03,Hip Thrust (Barbell),3,77.5,8,
810,2026-10-03,Bulgarian Split Squat,1,15.75,10,
811,2026-10-03,Bulgarian Split Squat,2,18.25,8,
812,2026-10-03,Bulgarian Split Squat,3,20.75,8,
813,2026-10-03,Cable Kickback,1,13.75,10,
814,2026-10-03,Cable Kickback,2,16.25,8,
815,2026-10-03,Cable Kickback,3,18.75,8,
816,2026-10-03,Back Extension,1,,15,
817,2026-10-03,Back Extension,2,,12,
818,2026-10-03,Back Extension,3,,10,
819,2026-10-03,Plank,1,,,1.0
820,2026-10-03,Plank,2,,,1.25
821,2026-10-03,Plank,3,,,1.5
822,2026-10-03,Triceps Extension,1,15.75,10,
823,2026-10-03,Triceps Extension,2,18.25,8,
824,2026-10-03,Triceps Extension,3,20.75,8,
825,2026-10-05,Running (Treadmill),1,,,25
826,2026-10-05,Lat Pulldown (Cable),1,50.0,12,
827,2026-10-05,Lat Pulldown (Cable),2,55.0,10,
828,2026-10-05,Lat Pulldown (Cable),3,60.0,8,
829,2026-10-05,Seated Row (Cable),1,50.0,12,
830,2026-10-05,Seated Row (Cable),2,55.0,10,
831,2026-10-05,Seated Row (Cable),3,60.0,8,
832,2026-10-05,Bent Over One Arm Row (Dumbbell),1,23.0,12,
833,2026-10-05,Bent Over One Arm Row (Dumbbell),2,25.5,10,
834,2026-10-05,Bent Over One Arm Row (Dumbbell),3,28.0,8,
835,2026-10-05,Bent Over Row (Barbell),1,50.0,12,
836,2026-10-05,Bent Over Row (Barbell),2,55.0,10,
837,2026-10-05,Bent Over Row (Barbell),3,60.0,8,
838,2026-10-05,Face Pull (Cable),1,25.0,12,
839,2026-10-05,Face Pull (Cable),2,27.5,10,
840,2026-10-05,Face Pull (Cable),3,30.0,8,
841,2026-10-05,Bicep Curl (Cable),1,20.0,12,
842,2026-10-05,Bicep Curl (Cable),2,22.5,10,
843,2026-10-05,Bicep Curl (Cable),3,25.0,8,
844,2026-10-05,Crunch,1,,15,
845,2026-10-05,Crunch,2,,12,
846,2026-10-05,Crunch,3,,10,
847,2026-10-05,Hack Squat,1,80.0,12,
848,2026-10-05,Hack Squat,2,85.0,10,
849,2026-10-05,Hack Squat,3,90.0,8,
850,2026-10-06,Squat (Barbell),1,65.0,12,
851,2026-10-06,Squat (Barbell),2,70.0,10,
852,2026-10-06,Squat (Barbell),3,75.0,8,
853,2026-10-06,Leg Press,1,110.0,12,
854,2026-10-06,Leg Press,2,115.0,10,
855,2026-10-06,Leg Press,3,120.0,8,
856,2026-10-06,Leg Extension (Machine),1,45.0,12,
857,2026-10-06,Leg Extension (Machine),2,50.0,10,
858,2026-10-06,Leg Extension (Machine),3,55.0,8,
859,2026-10-06,Lying Leg Curl (Machine),1,40.0,12,
860,2026-10-06,Lying Leg Curl (Machine),2,45.0,10,
861,2026-10-06,Lying Leg Curl (Machine),3,50.0,8,
862,2026-10-06,Hip Abductor (Machine),1,50.0,12,
863,2026-10-06,Hip Abductor (Machine),2,55.0,10,
864,2026-10-06,Hip Abductor (Machine),3,60.0,8,
865,2026-10-06,hip extension,1,,15,
866,2026-10-06,hip extension,2,,12,
867,2026-10-06,hip extension,3,,10,
868,2026-10-06,Standing Calf Raise (Bodyweight),1,,15,
869,2026-10-06,Standing Calf Raise (Bodyweight),2,,12,
870,2026-10-06,Standing Calf Raise (Bodyweight),3,,10,
871,2026-10-06,Hip Adductor (Machine),1,50.0,12,
872,2026-10-06,Hip Adductor (Machine),2,55.0,10,
873,2026-10-06,Hip Adductor (Machine),3,60.0,8,
874,2026-10-08,Bench Press (Barbell),1,55.0,12,
875,2026-10-08,Bench Press (Barbell),2,60.0,10,
876,2026-10-08,Bench Press (Barbell),3,65.0,8,
877,2026-10-08,Bench Press (Dumbbell),1,21.0,12,
878,2026-10-08,Bench Press (Dumbbell),2,23.5,10,
879,2026-10-08,Bench Press (Dumbbell),3,26.0,8,
880,2026-10-08,Incline Bench Press (Barbell),1,45.0,12,
881,2026-10-08,Incline Bench Press (Barbell),2,50.0,10,
882,2026-10-08,Incline Bench Press (Barbell),3,55.0,8,
883,2026-10-08,Chest Fly,1,40.0,12,
884,2026-10-08,Chest Fly,2,45.0,10,
885,2026-10-08,Chest Fly,3,50.0,8,
886,2026-10-08,Seated Overhead Press (Dumbbell),1,17.0,12,
887,2026-10-08,Seated Overhead Press (Dumbbell),2,19.5,10,
888,2026-10-08,Seated Overhead Press (Dumbbell),3,22.0,8,
889,2026-10-08,Overhead Press (Barbell),1,32.5,12,
890,2026-10-08,Overhead Press (Barbell),2,35.0,10,
891,2026-10-08,Overhead Press (Barbell),3,37.5,8,
892,2026-10-08,Lateral Raise (Dumbbell),1,12.0,12,
893,2026-10-08,Lateral Raise (Dumbbell),2,14.5,10,
894,2026-10-08,Lateral Raise (Dumbbell),3,17.0,8,
895,2026-10-08,Triceps Pushdown (Cable - Straight Bar),1,27.5,12,
896,2026-10-08,Triceps Pushdown (Cable - Straight Bar),2,30.0,10,
897,2026-10-08,Triceps Pushdown (Cable - Straight Bar),3,32.5,8,
898,2026-10-08,Triceps Extension (Dumbbell),1,15.0,12,
899,2026-10-08,Triceps Extension (Dumbbell),2,17.5,10,
900,2026-10-08,Triceps Extension (Dumbbell),3,20.0,8,
901,2026-10-08,Chest Fly (Dumbbell),1,15.0,12,
902,2026-10-08,Chest Fly (Dumbbell),2,17.5,10,
903,2026-10-08,Chest Fly (Dumbbell),3,20.0,8,
904,2026-10-10,Deadlift (Barbell),1,80.0,12,
905,2026-10-10,Deadlift (Barbell),2,85.0,10,
906,2026-10-10,Deadlift (Barbell),3,90.0,8,
907,2026-10-10,Romanian Deadlift (Barbell),1,65.0,12,
908,2026-10-10,Romanian Deadlift (Barbell),2,70.0,10,
909,2026-10-10,Romanian Deadlift (Barbell),3,75.0,8,
910,2026-10-10,Hip Thrust (Barbell),1,70.0,12,
911,2026-10-10,Hip Thrust (Barbell),2,75.0,10,
912,2026-10-10,Hip Thrust (Barbell),3,80.0,8,
913,2026-10-10,Bulgarian Split Squat,1,17.0,12,
914,2026-10-10,Bulgarian Split Squat,2,19.5,10,
915,2026-10-10,Bulgarian Split Squat,3,22.0,8,
916,2026-10-10,Cable Kickback,1,15.0,12,
917,2026-10-10,Cable Kickback,2,17.5,10,
918,2026-10-10,Cable Kickback,3,20.0,8,
919,2026-10-10,Back Extension,1,,15,
920,2026-10-10,Back Extension,2,,12,
921,2026-10-10,Back Extension,3,,10,
922,2026-10-10,Plank,1,,,1.0
923,2026-10-10,Plank,2,,,1.25
924,2026-10-10,Plank,3,,,1.5
925,2026-10-10,Preacher Curl (Machine),1,25.0,12,
926,2026-10-10,Preacher Curl (Machine),2,27.5,10,
927,2026-10-10,Preacher Curl (Machine),3,30.0,8,
928,2026-10-12,Running (Treadmill),1,,,28
929,2026-10-12,Lat Pulldown (Cable),1,50.0,12,
930,2026-10-12,Lat Pulldown (Cable),2,55.0,10,
931,2026-10-12,Lat Pulldown (Cable),3,60.0,8,
932,2026-10-12,Seated Row (Cable),1,50.0,12,
933,2026-10-12,Seated Row (Cable),2,55.0,10,
934,2026-10-12,Seated Row (Cable),3,60.0,8,
935,2026-10-12,Bent Over One Arm Row (Dumbbell),1,23.0,12,
936,2026-10-12,Bent Over One Arm Row (Dumbbell),2,25.5,10,
937,2026-10-12,Bent Over One Arm Row (Dumbbell),3,28.0,8,
938,2026-10-12,Bent Over Row (Barbell),1,50.0,12,
939,2026-10-12,Bent Over Row (Barbell),2,55.0,10,
940,2026-10-12,Bent Over Row (Barbell),3,60.0,8,
941,2026-10-12,Face Pull (Cable),1,25.0,12,
942,2026-10-12,Face Pull (Cable),2,27.5,10,
943,2026-10-12,Face Pull (Cable),3,30.0,8,
944,2026-10-12,Bicep Curl (Cable),1,20.0,12,
945,2026-10-12,Bicep Curl (Cable),2,22.5,10,
946,2026-10-12,Bicep Curl (Cable),3,25.0,8,
947,2026-10-12,Crunch,1,,15,
948,2026-10-12,Crunch,2,,12,
949,2026-10-12,Crunch,3,,10,
950,2026-10-12,Pull Up (Assisted),1,30.0,10,
951,2026-10-12,Pull Up (Assisted),2,25.0,8,
952,2026-10-12,Pull Up (Assisted),3,20.0,6,
953,2026-10-13,Squat (Barbell),1,65.0,12,
954,2026-10-13,Squat (Barbell),2,70.0,10,
955,2026-10-13,Squat (Barbell),3,75.0,8,
956,2026-10-13,Leg Press,1,110.0,12,
